time,Salinity,Temperature,Chlorophyll_a,Nitrate,Longwave Irradiance,Shortwave Irradiance,Wind Speed
2018-07-22,34.74,23.53,0.17,,371.71,279.32,6.78
2018-07-23,34.59,23.42,0.20,,382.34,250.38,5.87
2018-07-24,34.55,23.43,0.18,,391.17,240.07,4.54
2018-07-25,34.34,23.37,0.21,,401.45,221.79,5.71
2018-07-26,34.37,23.38,0.24,,400.23,239.47,6.60
2018-07-27,33.78,23.01,0.29,,397.49,215.87,4.26
2018-07-28,33.68,23.10,0.34,,396.16,214.38,4.29
2018-07-29,34.18,23.68,0.29,,396.19,228.82,3.03
2018-07-30,34.06,23.63,0.34,,393.77,250.70,2.52
2018-07-31,33.74,23.55,0.33,,394.72,253.30,3.26
2018-08-01,33.76,23.30,0.34,,392.63,261.59,5.07
2018-08-02,33.82,23.76,0.26,,390.10,271.59,6.82
2018-08-03,33.82,23.93,0.19,,391.40,292.78,5.48
2018-08-04,33.76,24.18,0.15,,392.22,291.21,5.91
2018-08-05,33.44,23.73,0.19,,392.63,289.85,3.55
2018-08-06,33.54,24.20,0.20,,394.89,276.02,3.73
2018-08-07,33.63,24.36,0.16,,392.04,274.46,5.71
2018-08-08,33.65,25.07,0.15,,390.14,272.09,5.35
2018-08-09,33.74,25.66,0.15,,394.53,254.27,5.10
2018-08-10,33.90,25.78,0.15,,399.05,227.14,3.47
2018-08-11,33.93,25.63,0.16,,400.44,222.86,3.15
2018-08-12,33.72,25.46,0.18,,399.29,219.43,4.08
2018-08-13,33.81,25.57,0.18,,395.46,228.90,4.37
2018-08-14,33.80,25.33,0.15,,397.77,223.70,4.27
2018-08-15,33.58,25.56,0.13,,401.13,230.40,6.87
2018-08-16,33.48,25.48,0.14,,401.11,210.67,4.99
2018-08-17,33.73,25.48,0.13,,399.01,213.17,4.51
2018-08-18,33.62,25.80,0.15,,401.04,195.47,5.69
2018-08-19,33.73,25.65,0.19,,401.99,193.56,7.53
2018-08-20,33.76,24.80,0.22,,399.54,192.43,6.69
2018-08-21,33.36,23.87,0.23,,391.86,194.92,6.28
2018-08-22,33.42,23.96,0.20,,380.88,211.76,5.26
2018-08-23,33.05,23.35,0.23,,374.52,244.57,5.09
2018-08-24,32.90,22.77,0.22,,371.31,262.50,2.84
2018-08-25,32.88,22.73,0.21,,371.02,277.56,3.07
2018-08-26,32.93,22.80,0.19,,370.03,280.49,3.58
2018-08-27,32.87,22.65,0.18,,373.94,281.04,4.81
2018-08-28,32.84,22.67,0.16,,379.56,273.64,4.62
2018-08-29,32.89,23.25,0.19,,384.48,260.43,5.40
2018-08-30,32.97,23.57,0.20,,382.22,259.74,4.81
2018-08-31,33.22,23.98,0.18,,382.97,259.16,8.08
2018-09-01,33.56,23.85,0.18,,382.07,257.18,6.80
2018-09-02,33.61,23.76,0.16,,379.41,256.86,2.68
2018-09-03,33.55,23.74,0.16,,377.01,254.67,3.15
2018-09-04,33.25,23.48,0.19,,382.07,234.60,3.92
2018-09-05,33.17,23.50,0.21,,386.11,210.39,3.47
2018-09-06,33.17,23.67,0.18,,389.43,170.83,4.07
2018-09-07,33.20,23.81,0.20,,389.82,142.00,4.97
2018-09-08,33.25,23.82,0.24,,390.26,141.70,5.53
2018-09-09,33.35,23.34,0.30,,396.14,133.10,7.82
2018-09-10,33.51,22.51,0.35,,400.43,111.64,10.32
2018-09-11,33.60,22.11,0.31,,395.26,130.00,5.30
2018-09-12,33.57,22.30,0.20,,391.32,155.44,3.05
2018-09-13,33.41,21.89,0.22,,386.93,192.46,5.44
2018-09-14,33.40,21.68,0.25,,385.55,210.93,6.15
2018-09-15,33.52,21.89,0.19,,387.45,197.79,4.53
2018-09-16,33.58,22.35,0.16,,385.60,185.87,2.04
2018-09-17,33.96,22.87,0.15,,379.96,196.76,2.60
2018-09-18,34.17,23.37,0.16,,373.95,198.84,6.00
2018-09-19,34.37,23.68,0.16,,373.96,194.54,6.56
2018-09-20,34.43,23.06,0.19,,377.09,165.37,7.94
2018-09-21,34.58,22.90,0.18,,373.91,160.60,4.75
2018-09-22,34.62,22.83,0.17,,370.08,148.22,7.14
2018-09-23,34.69,22.72,0.20,,369.82,156.43,4.77
2018-09-24,34.76,22.69,0.25,,372.87,149.11,7.51
2018-09-25,34.72,22.23,0.32,,382.46,130.96,9.40
2018-09-26,34.78,22.45,0.25,,380.25,131.02,7.33
2018-09-27,34.93,23.08,0.21,,374.72,154.03,7.41
2018-09-28,34.86,22.68,0.21,,373.35,161.26,6.13
2018-09-29,34.83,22.51,0.21,,370.81,180.80,5.09
2018-09-30,34.92,22.64,0.17,,366.89,183.85,3.75
2018-10-01,35.00,22.43,0.17,,363.20,194.66,2.50
2018-10-02,35.02,22.44,0.17,,361.23,195.02,3.61
2018-10-03,34.71,22.12,0.20,,357.86,193.73,5.82
2018-10-04,34.36,21.18,0.24,,368.29,171.85,3.43
2018-10-05,34.60,21.69,0.23,,375.18,157.61,6.39
2018-10-06,34.98,22.29,0.19,,376.70,154.81,4.18
2018-10-07,34.98,22.08,0.24,,378.15,147.14,4.52
2018-10-08,34.88,21.81,0.31,,383.63,135.94,5.99
2018-10-09,34.78,21.70,0.27,,384.76,125.85,4.46
2018-10-10,34.57,21.27,0.22,,386.00,104.11,4.40
2018-10-11,34.74,21.88,0.19,,373.50,102.86,5.15
2018-10-12,34.64,21.71,0.32,,369.36,94.09,8.21
2018-10-13,34.38,20.42,0.55,,363.87,89.91,6.80
2018-10-14,34.07,18.91,0.90,,353.99,91.64,6.50
2018-10-15,34.34,19.64,0.73,,336.90,101.61,5.54
2018-10-16,34.76,20.39,0.56,,320.93,120.35,8.79
2018-10-17,34.93,20.31,0.59,,324.22,115.92,8.78
2018-10-18,34.96,20.29,0.63,,326.50,114.97,11.05
2018-10-19,,,,,319.12,121.51,7.47
2018-10-20,,,,,317.93,112.78,7.83
2018-10-21,,,,,318.39,99.19,7.92
2018-10-22,,,,,320.05,89.95,6.96
2018-10-23,,,,,319.91,86.74,4.84
2018-10-24,,,,,312.72,97.01,8.54
2018-10-25,33.02,14.82,2.20,,309.13,106.38,8.70
2018-10-26,33.23,14.77,2.43,,313.08,116.23,6.30
2018-10-27,33.47,15.11,2.04,,310.50,110.54,
2018-10-28,33.37,14.79,2.32,,301.86,135.25,
2018-10-29,33.36,14.84,2.48,,307.93,134.95,7.10
2018-10-30,32.98,14.16,2.24,0.60,325.68,115.10,7.51
2018-10-31,32.89,13.75,3.00,0.60,331.85,106.78,5.48
2018-11-01,32.79,13.63,2.85,,323.40,117.85,6.37
2018-11-02,32.76,13.71,2.71,,322.48,102.27,7.76
2018-11-03,32.74,13.80,2.54,,331.80,101.57,9.75
2018-11-04,32.81,13.82,2.14,0.06,336.81,96.31,5.67
2018-11-05,32.85,13.84,2.02,,335.44,92.28,6.91
2018-11-06,32.89,13.86,2.13,,324.93,98.97,6.82
2018-11-07,33.04,14.02,2.38,0.45,321.90,100.92,6.38
2018-11-08,33.69,14.93,2.03,0.05,319.88,95.95,5.72
2018-11-09,33.75,15.00,1.71,0.21,311.46,118.80,7.89
2018-11-10,33.69,14.84,1.64,,308.73,112.37,10.43
2018-11-11,33.66,14.46,1.70,0.46,307.26,101.70,8.00
2018-11-12,33.66,14.38,1.74,0.41,304.03,90.27,3.70
2018-11-13,33.72,14.48,1.59,0.19,310.11,82.36,9.43
2018-11-14,33.86,14.66,1.29,0.80,307.64,81.23,9.66
2018-11-15,33.95,14.58,1.15,1.21,315.92,71.95,7.52
2018-11-16,33.99,14.73,0.94,1.36,320.50,60.93,12.86
2018-11-17,34.00,14.26,0.96,1.47,314.58,66.85,7.84
2018-11-18,33.85,13.94,1.12,1.70,315.27,66.90,4.69
2018-11-19,34.10,14.49,1.06,1.21,311.01,81.66,2.56
2018-11-20,34.42,15.15,0.89,0.55,295.68,115.90,5.05
2018-11-21,34.35,14.80,1.09,1.44,289.34,123.86,9.09
2018-11-22,34.28,14.39,1.07,2.62,294.40,118.63,11.60
2018-11-23,33.92,13.39,1.28,1.74,297.84,109.70,6.84
2018-11-24,34.01,13.38,1.41,1.56,300.96,103.95,5.51
2018-11-25,34.79,14.95,0.88,1.27,303.28,97.38,9.04
2018-11-26,34.88,15.13,0.80,1.16,309.03,89.00,6.46
2018-11-27,35.01,15.37,0.63,1.47,321.29,54.43,11.14
2018-11-28,34.91,15.02,0.64,2.29,323.18,54.19,10.00
2018-11-29,33.87,12.93,1.00,3.22,324.61,52.15,11.22
2018-11-30,33.23,11.50,1.06,3.72,327.73,54.99,5.56
2018-12-01,33.05,11.40,1.24,3.91,320.23,58.67,3.97
2018-12-02,33.15,11.24,1.52,3.45,311.53,74.35,7.24
2018-12-03,33.40,11.79,1.64,3.46,307.23,75.98,7.34
2018-12-04,34.09,12.77,1.45,3.45,302.89,82.85,8.16
2018-12-05,33.76,12.07,1.66,3.47,296.63,86.83,6.05
2018-12-06,33.66,11.65,1.60,3.48,283.32,91.76,7.90
2018-12-07,33.57,11.40,1.46,3.46,273.88,93.32,8.57
2018-12-08,33.79,11.63,1.45,3.77,270.64,102.09,7.81
2018-12-09,34.20,12.38,1.27,3.64,273.81,91.81,4.82
2018-12-10,34.25,12.22,1.35,3.86,273.72,93.88,6.09
2018-12-11,34.34,12.43,1.08,3.43,271.94,93.16,3.68
2018-12-12,34.42,12.62,0.93,3.48,286.83,73.06,6.89
2018-12-13,34.45,12.64,0.81,2.75,297.18,65.38,5.71
2018-12-14,34.58,12.91,0.58,2.78,304.27,59.34,5.92
2018-12-15,34.68,13.18,0.63,2.82,305.12,55.00,4.57
2018-12-16,34.73,13.25,0.44,2.94,299.84,73.91,11.60
2018-12-17,34.72,13.13,0.45,3.47,301.57,71.01,8.31
2018-12-18,34.39,12.39,0.53,4.22,315.18,61.08,12.10
2018-12-19,34.07,11.57,0.63,4.16,312.94,65.10,6.97
2018-12-20,33.84,10.92,0.96,4.22,304.50,76.67,4.18
2018-12-21,33.95,11.27,0.89,4.35,301.79,77.51,8.21
2018-12-22,34.64,12.89,0.44,4.68,302.75,74.87,8.35
2018-12-23,34.43,12.29,0.54,4.69,302.44,72.62,8.02
2018-12-24,34.30,11.87,0.78,4.53,300.20,81.77,3.40
2018-12-25,34.04,11.28,0.85,4.71,294.56,82.04,8.08
2018-12-26,34.20,11.37,0.86,4.69,292.90,90.85,7.55
2018-12-27,33.96,10.76,1.08,4.53,292.75,83.95,6.25
2018-12-28,33.86,10.58,1.22,4.91,285.94,102.28,8.39
2018-12-29,34.09,11.20,1.05,4.64,293.19,103.01,7.62
2018-12-30,33.58,10.29,1.24,4.24,294.87,94.12,5.56
2018-12-31,33.74,10.39,1.31,4.35,300.30,79.97,3.90
2019-01-01,34.00,11.14,1.09,4.27,292.25,91.86,10.39
2019-01-02,34.06,11.23,1.03,4.33,294.89,80.33,6.35
2019-01-03,33.87,10.71,1.25,4.29,295.45,84.84,5.65
2019-01-04,33.91,10.67,1.18,4.64,290.05,98.70,6.52
2019-01-05,33.85,10.60,1.24,4.72,288.93,92.62,5.46
2019-01-06,33.64,10.02,1.08,4.86,297.00,90.94,8.90
2019-01-07,33.70,9.89,1.04,5.01,295.37,91.14,9.34
2019-01-08,33.86,10.21,1.03,5.10,293.73,88.95,6.51
2019-01-09,33.78,10.02,0.89,5.56,276.89,125.01,9.15
2019-01-10,33.70,9.83,0.74,5.68,276.35,121.09,10.45
2019-01-11,33.34,8.90,0.65,5.78,286.89,90.94,10.17
2019-01-12,33.19,8.32,0.70,5.80,274.27,124.61,7.41
2019-01-13,33.17,8.21,0.66,5.90,267.95,120.77,5.19
2019-01-14,34.05,10.19,0.52,5.96,261.74,139.32,10.72
2019-01-15,34.63,11.54,0.44,5.25,268.25,133.06,5.36
2019-01-16,34.32,10.54,0.66,5.58,280.50,101.72,6.56
2019-01-17,34.13,10.00,0.73,5.56,290.78,95.86,6.35
2019-01-18,34.51,10.77,0.67,5.90,287.01,95.78,5.62
2019-01-19,34.49,11.02,0.68,5.99,284.57,99.01,4.91
2019-01-20,34.39,10.73,0.72,6.04,286.34,98.49,8.32
2019-01-21,34.48,10.91,0.48,6.55,300.62,80.10,14.30
2019-01-22,34.17,10.06,0.56,6.43,297.48,81.48,12.58
2019-01-23,34.08,9.92,0.63,6.31,285.58,112.11,6.06
2019-01-24,33.98,9.75,0.67,6.27,272.42,134.53,10.13
2019-01-25,34.03,9.85,0.67,6.22,276.23,134.47,8.77
2019-01-26,33.98,9.55,0.69,6.03,285.27,110.00,5.91
2019-01-27,33.52,8.21,0.99,6.07,285.24,117.71,5.30
2019-01-28,33.44,8.10,0.95,5.81,270.15,127.42,6.96
2019-01-29,33.66,8.69,0.85,6.12,264.60,143.30,6.94
2019-01-30,33.21,7.61,0.79,6.21,265.27,137.46,7.78
2019-01-31,33.76,8.89,0.88,6.58,266.84,133.63,10.35
2019-02-01,33.35,7.53,0.77,6.41,268.55,139.66,7.87
2019-02-02,,,,6.21,274.62,139.41,6.54
2019-02-03,,,,6.13,272.00,147.72,5.23
2019-02-04,,,,6.01,285.56,138.63,2.58
2019-02-05,,,,6.09,298.08,124.97,2.72
2019-02-06,,,,5.45,297.79,128.42,5.44
2019-02-07,,,,6.18,290.56,160.51,5.79
2019-02-08,,,,5.88,287.25,162.31,4.64
2019-02-09,,,,5.56,282.48,152.33,10.80
2019-02-10,,,,5.29,290.35,145.87,6.73
2019-02-11,,,,5.42,278.56,159.68,4.34
2019-02-12,,,,4.98,273.43,170.68,8.20
2019-02-13,,,,5.03,282.93,154.69,8.77
2019-02-14,,,,5.00,284.73,152.85,10.31
2019-02-15,,,,4.77,289.21,144.98,6.14
2019-02-16,,,,4.95,280.23,183.07,6.32
2019-02-17,,,,5.11,273.08,176.16,4.72
2019-02-18,,,,3.94,281.94,169.63,6.15
2019-02-19,,,,4.24,279.64,167.08,8.92
2019-02-20,,,,4.43,275.25,168.04,5.02
2019-02-21,,,,5.20,291.98,120.34,8.28
2019-02-22,,,,4.20,285.85,132.05,5.52
2019-02-23,,,,4.11,287.98,124.87,4.83
2019-02-24,,,,5.30,287.94,131.27,8.26
2019-02-25,,,,4.97,284.23,128.02,13.85
2019-02-26,,,,5.16,284.36,123.11,11.30
2019-02-27,,,,5.69,292.31,112.08,6.40
2019-02-28,,,,6.13,284.26,134.12,6.69
2019-03-01,,,,6.48,290.04,133.11,6.22
2019-03-02,,,,6.69,290.11,133.84,10.00
2019-03-03,,,,6.48,288.07,140.28,4.01
2019-03-04,,,,6.54,281.93,172.58,9.17
2019-03-05,,,,7.02,275.04,200.69,6.38
2019-03-06,,,,7.35,267.67,225.27,8.66
2019-03-07,,,,7.25,269.84,205.11,8.49
2019-03-08,,,,7.19,265.98,221.29,4.95
2019-03-09,,,,7.17,265.68,185.42,3.50
2019-03-10,,,,7.08,263.66,210.63,8.93
2019-03-11,,,,7.13,272.69,195.88,6.19
2019-03-12,,,,7.14,285.96,177.50,7.95
2019-03-13,,,,7.01,288.90,,4.62
2019-03-14,,,,6.80,279.46,,3.19
2019-03-15,,,,6.68,269.98,,7.55
2019-03-16,,,,7.08,267.89,,7.69
2019-03-17,,,,6.64,268.59,,7.26
2019-03-18,,,,6.40,264.05,,5.80
2019-03-19,,,,6.49,264.62,,5.29
2019-03-20,,,,6.38,262.00,,3.52
2019-03-21,,,,6.41,262.65,,6.65
2019-03-22,,,,5.93,275.76,,7.99
2019-03-23,,,,6.45,281.62,,12.10
2019-03-24,,,,7.06,279.09,,8.49
2019-03-25,,,,6.97,273.32,,5.42
2019-03-26,,,,6.45,268.98,273.50,5.66
2019-03-27,,,,6.62,276.13,243.76,6.30
2019-03-28,,,,6.50,288.15,192.62,4.73
2019-03-29,,,,6.49,279.44,213.69,5.64
2019-03-30,,,,6.41,276.56,281.40,4.19
2019-03-31,,,,6.41,288.25,280.73,7.57
2019-04-01,,,,6.36,289.55,243.78,9.27
2019-04-02,,,,6.44,284.57,246.41,4.92
2019-04-03,,,,6.52,285.38,253.87,11.16
2019-04-04,,,,6.43,278.20,309.57,6.12
2019-04-05,33.31,7.35,1.28,6.44,290.78,280.57,5.65
2019-04-06,33.08,6.55,1.10,4.78,304.38,237.28,5.05
2019-04-07,33.00,6.44,1.39,3.01,303.25,237.08,2.81
2019-04-08,33.04,6.90,2.48,0.84,306.15,248.99,5.51
2019-04-09,33.04,6.96,3.38,0.73,316.35,214.50,5.76
2019-04-10,32.98,6.74,1.88,0.92,314.09,212.87,4.70
2019-04-11,32.97,6.92,2.23,0.98,320.44,152.45,4.67
2019-04-12,33.01,7.01,2.88,0.98,,,3.72
2019-04-13,33.20,7.05,1.50,1.41,,,
2019-04-14,33.29,7.96,2.24,3.26,,,
2019-04-15,33.49,9.36,2.16,2.51,,,
2019-04-16,32.96,7.32,0.79,2.63,,,8.75
2019-04-17,33.03,7.65,0.53,2.80,316.83,283.75,3.36
2019-04-18,33.28,8.50,0.96,2.22,325.37,251.38,6.14
2019-04-19,33.75,10.08,1.46,2.22,329.07,240.54,6.74
2019-04-20,32.61,7.10,0.93,2.08,342.14,181.08,6.97
2019-04-21,32.52,7.24,1.58,1.68,345.62,180.90,3.86
2019-04-22,32.68,7.73,2.04,0.83,340.58,206.24,4.59
2019-04-23,33.26,9.91,2.96,0.32,343.74,183.70,4.48
2019-04-24,33.40,10.63,2.19,0.40,337.94,200.37,5.44
2019-04-25,33.53,11.11,1.12,,330.80,202.10,3.38
2019-04-26,33.34,10.86,1.07,0.08,318.59,221.23,5.65
2019-04-27,33.57,11.34,1.09,0.16,317.25,220.28,8.08
2019-04-28,33.86,11.73,1.34,,320.22,195.79,5.14
2019-04-29,33.66,11.26,1.35,,331.28,180.81,4.48
2019-04-30,33.74,11.75,1.35,,330.70,190.80,4.82
2019-05-01,33.75,11.81,1.42,,337.51,164.64,2.34
2019-05-02,33.63,11.42,1.45,,343.80,155.16,4.90
2019-05-03,33.14,9.70,2.36,,353.84,148.67,5.70
2019-05-04,33.26,10.24,1.73,0.05,345.97,169.54,3.03
2019-05-05,33.56,11.10,1.69,,345.29,191.52,6.84
2019-05-06,33.81,11.61,1.12,0.11,336.73,207.48,8.77
2019-05-07,34.01,12.32,0.97,,336.31,206.37,2.96
2019-05-08,33.25,9.72,1.14,,331.35,228.63,3.28
2019-05-09,33.48,10.94,1.14,0.16,329.55,231.22,4.65
2019-05-10,33.23,10.12,1.69,,330.93,208.89,6.56
2019-05-11,33.39,11.33,1.70,0.56,339.00,185.95,4.44
2019-05-12,33.51,11.68,1.28,0.15,335.45,187.01,7.24
2019-05-13,33.97,11.11,1.36,0.48,335.98,187.12,10.00
2019-05-14,33.78,10.54,1.23,1.23,330.66,202.12,7.08
2019-05-15,33.91,11.76,1.64,,325.70,207.67,4.23
2019-05-16,34.16,12.61,1.82,3.11,320.47,241.50,4.10
2019-05-17,34.12,12.83,1.53,2.08,321.94,269.06,4.70
2019-05-18,34.11,13.00,1.27,0.67,318.87,291.78,3.68
2019-05-19,34.16,13.13,1.17,0.12,314.77,298.73,4.83
2019-05-20,34.14,13.69,0.91,0.10,318.89,271.60,6.35
2019-05-21,33.59,12.58,1.14,0.09,322.02,278.08,6.12
2019-05-22,32.69,10.87,0.91,0.04,320.50,280.82,5.05
2019-05-23,33.06,11.19,1.34,0.04,327.43,269.09,4.72
2019-05-24,32.97,10.63,1.46,0.10,324.41,272.95,7.43
2019-05-25,33.16,11.66,1.38,0.05,327.61,253.27,4.10
2019-05-26,33.13,11.59,1.68,0.06,340.79,241.25,4.76
2019-05-27,32.81,11.43,1.36,0.06,345.34,257.96,3.63
2019-05-28,33.24,13.73,0.91,0.06,347.85,260.51,3.79
2019-05-29,34.68,18.87,0.40,0.04,356.69,239.45,4.88
2019-05-30,34.81,19.69,0.19,0.07,356.17,237.86,4.33
2019-05-31,34.98,20.26,0.15,0.06,356.85,229.47,3.85
2019-06-01,35.34,21.03,0.28,0.05,348.42,249.92,3.18
2019-06-02,35.37,19.85,0.41,0.06,343.66,256.07,2.80
2019-06-03,35.10,20.00,0.29,0.07,346.80,258.13,4.02
2019-06-04,35.11,20.16,0.31,0.07,347.37,247.01,4.63
2019-06-05,35.12,20.16,0.37,0.09,343.64,268.74,5.40
2019-06-06,34.93,20.17,0.41,0.08,334.36,285.21,5.30
2019-06-07,34.91,20.47,0.31,0.11,334.72,275.46,3.00
2019-06-08,35.03,20.70,0.26,0.14,349.75,254.07,3.24
2019-06-09,35.14,20.61,0.27,0.14,345.61,253.68,4.70
2019-06-10,35.09,20.69,0.30,0.13,342.98,242.12,5.36
2019-06-11,35.15,21.13,0.26,0.17,340.01,247.89,4.92
2019-06-12,35.21,21.21,0.25,0.13,337.59,248.61,3.02
2019-06-13,35.27,21.06,0.23,0.12,348.07,236.60,6.76
2019-06-14,35.23,21.24,0.16,0.10,353.55,236.47,5.04
2019-06-15,35.12,20.87,0.16,0.11,354.54,228.56,4.74
2019-06-16,35.19,21.22,0.15,0.09,366.98,208.71,6.36
2019-06-17,34.82,20.64,0.23,0.12,371.27,217.52,3.33
2019-06-18,34.11,19.60,0.26,0.15,378.84,195.61,2.99
2019-06-19,34.60,20.72,0.26,0.19,381.42,199.87,3.04
2019-06-20,33.62,18.67,0.29,0.27,374.58,217.06,4.09
2019-06-21,32.66,16.67,0.48,0.38,367.26,236.22,5.10
2019-06-22,32.70,16.79,0.44,0.37,365.60,238.44,4.94
2019-06-23,32.81,16.72,0.48,0.51,364.79,259.78,4.51
2019-06-24,33.02,17.39,0.43,0.52,361.37,269.72,4.74
2019-06-25,32.88,17.30,0.49,0.52,355.90,299.92,4.50
2019-06-26,32.46,16.29,0.63,0.57,362.57,284.78,2.85
2019-06-27,32.95,17.92,0.49,0.51,369.73,280.99,2.01
2019-06-28,33.86,21.02,0.18,0.58,370.56,283.41,2.33
2019-06-29,34.05,21.41,0.18,0.60,367.32,296.37,4.19
2019-06-30,34.72,22.35,0.17,0.58,365.89,303.40,4.92
2019-07-01,33.72,20.55,0.28,0.72,364.76,310.09,4.92
2019-07-02,33.12,20.11,0.31,0.76,368.01,309.45,4.92
2019-07-03,32.60,18.85,0.62,0.69,372.66,314.76,4.92
2019-07-04,32.11,18.13,0.61,0.74,376.89,305.49,4.92
2019-07-05,32.74,18.48,0.35,0.75,378.60,280.37,4.92
2019-07-06,33.06,19.16,0.39,0.59,373.71,298.18,4.92
2019-07-07,33.14,21.01,0.38,0.85,372.70,295.49,4.92
2019-07-08,33.66,22.36,0.28,0.82,374.81,292.59,4.92
2019-07-09,34.47,23.30,0.15,0.87,378.19,280.32,4.92
2019-07-10,34.58,23.58,0.16,0.85,371.38,289.66,4.92
2019-07-11,35.01,24.40,0.11,0.91,367.28,301.42,4.92
2019-07-12,35.05,24.87,0.11,1.07,367.98,320.99,4.92
2019-07-13,34.76,24.39,0.13,1.11,372.69,316.50,4.92
2019-07-14,34.39,23.90,0.15,1.12,375.89,306.77,4.92
2019-07-15,33.01,22.35,0.24,1.27,382.12,281.69,4.92
2019-07-16,32.54,21.96,0.29,1.24,385.61,274.21,4.92
2019-07-17,32.52,22.25,0.33,1.38,391.81,271.16,4.92
2019-07-18,32.33,22.50,0.36,1.45,397.41,269.45,4.92
2019-07-19,32.21,22.66,0.36,1.55,405.23,270.81,4.92
2019-07-20,32.30,22.84,0.25,1.47,412.74,247.13,4.92
2019-07-21,32.58,23.40,0.16,1.56,412.78,236.71,4.92
2019-07-22,32.85,24.69,0.13,1.44,402.97,259.48,4.92
2019-07-23,33.51,25.04,0.14,1.85,391.20,277.49,4.92
2019-07-24,34.28,25.34,0.18,1.57,381.74,277.79,4.92
2019-07-25,34.58,25.09,0.15,1.35,374.50,277.29,4.92
2019-07-26,34.22,24.55,0.16,1.26,371.24,276.66,4.92
2019-07-27,33.29,22.82,0.24,1.15,367.74,299.38,4.92
2019-07-28,32.92,22.01,0.26,1.05,366.41,319.79,4.92
2019-07-29,32.99,22.61,0.24,1.21,371.92,309.86,4.92
2019-07-30,33.14,22.98,0.18,1.40,374.62,299.56,4.92
2019-07-31,33.29,23.38,0.16,1.50,379.41,295.04,4.92
2019-08-01,33.23,22.62,0.24,1.56,382.57,290.38,4.92
2019-08-02,33.26,21.93,0.26,1.37,381.46,285.92,4.92
2019-08-03,33.12,21.24,0.30,1.32,382.70,255.82,4.92
2019-08-04,33.13,21.75,0.23,1.23,381.17,249.47,4.92
2019-08-05,33.53,22.08,0.20,1.20,379.81,259.54,4.92
2019-08-06,34.04,23.41,0.19,1.10,380.65,268.13,4.92
2019-08-07,33.67,23.44,0.18,1.76,378.52,270.67,4.92
2019-08-08,34.20,24.83,0.14,,372.59,275.06,4.92
2019-08-09,34.35,25.19,0.15,,369.42,278.85,4.92
2019-08-10,34.12,25.00,0.16,,370.15,279.12,4.92
2019-08-11,34.12,24.33,0.14,,375.46,266.34,4.92
2019-08-12,34.17,24.48,0.14,,377.08,255.16,4.92
2019-08-13,34.36,25.22,0.15,,379.33,234.74,4.92
2019-08-14,34.38,25.52,0.14,1.23,385.19,217.44,4.92
2019-08-15,34.64,25.96,0.15,0.96,396.08,206.03,4.92
2019-08-16,34.66,25.87,0.14,1.38,404.05,201.94,4.92
2019-08-17,34.69,25.77,0.13,4.17,402.43,227.78,4.92
2019-08-18,34.72,25.68,0.12,4.54,401.02,226.18,4.92
2019-08-19,34.74,25.58,0.13,3.87,401.39,231.29,4.92
2019-08-20,34.77,25.49,0.12,6.76,404.00,229.68,4.92
2019-08-21,34.79,25.39,0.13,8.71,397.14,245.31,4.92
2019-08-22,34.82,25.29,0.12,8.39,390.76,237.32,4.92
2019-08-23,34.85,25.20,0.12,7.80,381.96,238.74,4.92
2019-08-24,34.87,25.10,0.12,7.30,373.91,225.99,4.92
2019-08-25,34.90,25.00,0.13,7.28,375.26,213.15,4.92
2019-08-26,34.93,24.91,0.12,4.26,375.68,202.17,4.92
2019-08-27,34.95,24.81,0.12,,367.35,220.26,4.92
2019-08-28,34.98,24.72,0.13,,368.61,217.13,4.92
2019-08-29,35.00,24.62,0.16,1.85,363.31,229.47,4.92
2019-08-30,35.03,24.53,0.16,1.65,364.43,224.09,4.92
2019-08-31,35.06,24.43,0.13,2.21,370.84,235.97,4.92
2019-09-01,35.08,24.34,0.11,2.60,365.16,260.26,4.92
2019-09-02,35.11,24.24,0.11,0.55,363.34,256.82,4.92
2019-09-03,35.13,24.14,0.12,1.67,371.17,219.76,4.92
2019-09-04,35.16,24.05,0.13,1.61,374.90,200.41,4.92
2019-09-05,35.19,23.95,0.16,3.03,376.62,198.40,4.92
2019-09-06,35.21,23.85,0.25,3.90,378.00,192.92,4.92
2019-09-07,35.24,23.76,0.41,2.23,373.47,189.85,4.92
2019-09-08,35.27,23.66,0.44,2.24,372.38,187.03,4.92
2019-09-09,35.29,23.57,0.26,1.33,372.49,177.36,4.92
2019-09-10,35.32,23.47,0.18,1.18,361.35,211.75,4.92
2019-09-11,35.34,23.46,0.15,1.46,355.25,224.58,4.92
2019-09-12,35.32,23.40,0.17,1.48,363.84,200.16,4.92
2019-09-13,35.20,22.81,0.29,1.40,365.89,193.16,4.92
2019-09-14,35.29,22.84,0.30,1.38,361.88,194.77,4.92
2019-09-15,35.46,23.23,0.29,1.39,359.17,180.40,4.92
2019-09-16,35.54,23.50,0.28,1.38,348.88,204.30,4.92
2019-09-17,35.70,23.81,0.24,1.41,347.19,200.29,4.92
2019-09-18,35.67,23.04,0.48,1.43,346.49,200.41,4.92
2019-09-19,35.63,22.89,0.51,1.36,337.62,220.81,4.92
2019-09-20,35.89,23.47,0.40,1.31,335.55,226.66,4.92
2019-09-21,35.86,23.06,0.47,1.32,343.03,218.62,4.92
2019-09-22,35.85,23.05,0.34,1.38,338.74,233.90,4.92
2019-09-23,35.80,23.04,0.34,1.40,340.95,237.21,4.92
