pressure_bin,time,seawater_temperature,practical_salinity,dissolved_oxygen,chlorophyll_a,pco2_seawater,month,day
19,2017-11-15,12.965,32.575,294.272,0.939,,11,15
21,2017-11-15,12.964,32.573,294.316,0.939,,11,15
23,2017-11-15,12.968,32.573,294.347,0.953,348.352,11,15
25,2017-11-15,12.966,32.576,294.170,0.942,,11,15
27,2017-11-15,12.963,32.578,294.155,0.939,,11,15
29,2017-11-15,12.968,32.580,294.097,0.944,,11,15
31,2017-11-15,12.975,32.585,294.123,0.954,353.894,11,15
33,2017-11-15,12.978,32.581,294.198,0.959,347.570,11,15
35,2017-11-15,12.989,32.590,293.986,0.949,,11,15
37,2017-11-15,12.993,32.591,293.956,0.960,,11,15
39,2017-11-15,12.998,32.593,293.928,0.963,,11,15
41,2017-11-15,12.990,32.590,293.985,0.963,,11,15
43,2017-11-15,12.982,32.584,294.090,0.959,356.077,11,15
45,2017-11-15,12.985,32.595,294.103,0.957,,11,15
47,2017-11-15,12.953,32.596,294.387,0.956,,11,15
49,2017-11-15,12.872,32.601,295.444,0.919,,11,15
51,2017-11-15,12.675,32.609,297.650,0.873,,11,15
53,2017-11-15,12.454,32.620,300.397,0.809,382.705,11,15
55,2017-11-15,12.165,32.630,302.290,0.801,,11,15
57,2017-11-15,11.946,32.640,304.425,0.747,,11,15
59,2017-11-15,11.656,32.650,307.617,0.689,,11,15
61,2017-11-15,10.931,32.677,315.016,0.579,,11,15
63,2017-11-15,9.771,32.708,325.632,0.454,377.922,11,15
65,2017-11-15,9.672,32.716,324.890,0.421,,11,15
67,2017-11-15,9.241,32.727,326.522,0.386,,11,15
69,2017-11-15,9.018,32.734,326.719,0.359,,11,15
71,2017-11-15,8.838,32.739,325.926,0.339,,11,15
73,2017-11-15,8.647,32.747,324.385,0.315,394.008,11,15
75,2017-11-15,8.567,32.752,321.768,0.291,,11,15
77,2017-11-15,8.473,32.758,319.678,0.273,,11,15
79,2017-11-15,8.402,32.762,317.728,0.257,,11,15
81,2017-11-15,8.319,32.770,315.931,0.240,,11,15
83,2017-11-15,8.266,32.773,315.698,0.237,405.737,11,15
85,2017-11-15,8.179,32.784,312.950,0.210,,11,15
87,2017-11-15,8.115,32.794,311.147,0.194,,11,15
89,2017-11-15,8.070,32.807,309.040,0.180,,11,15
91,2017-11-15,8.033,32.821,306.660,0.168,,11,15
93,2017-11-15,8.000,32.829,305.826,0.166,417.320,11,15
95,2017-11-15,8.029,32.836,304.807,0.171,415.845,11,15
97,2017-11-15,7.957,32.881,298.414,0.146,,11,15
99,2017-11-15,7.952,32.909,294.417,0.137,,11,15
101,2017-11-15,7.955,32.943,289.606,0.131,,11,15
103,2017-11-15,7.964,32.979,284.497,0.122,,11,15
105,2017-11-15,7.970,32.932,290.864,0.138,431.103,11,15
107,2017-11-15,7.972,33.047,275.700,0.116,,11,15
109,2017-11-15,7.982,33.079,271.699,0.109,,11,15
111,2017-11-15,7.999,33.113,266.798,0.106,,11,15
113,2017-11-15,8.015,33.150,261.660,0.104,,11,15
115,2017-11-15,8.028,33.180,256.484,0.102,,11,15
117,2017-11-15,8.047,33.221,249.822,0.099,,11,15
119,2017-11-15,8.070,33.268,243.964,0.093,,11,15
121,2017-11-15,8.088,33.318,237.959,0.091,,11,15
123,2017-11-15,8.099,33.363,234.006,0.084,,11,15
125,2017-11-15,8.106,33.416,229.654,0.079,,11,15
127,2017-11-15,8.126,33.408,226.336,0.085,515.036,11,15
129,2017-11-15,8.123,33.492,220.972,0.074,,11,15
131,2017-11-15,8.127,33.524,218.158,0.071,,11,15
133,2017-11-15,8.130,33.546,215.518,0.070,,11,15
135,2017-11-15,8.130,33.577,212.498,0.065,,11,15
137,2017-11-15,8.125,33.609,210.951,0.063,,11,15
139,2017-11-15,8.117,33.631,209.917,0.062,,11,15
141,2017-11-15,8.105,33.650,209.246,0.060,,11,15
143,2017-11-15,8.098,33.669,208.536,0.056,,11,15
145,2017-11-15,8.089,33.695,208.399,0.054,,11,15
147,2017-11-15,8.078,33.717,208.058,0.052,,11,15
149,2017-11-15,8.080,33.734,208.393,0.050,609.267,11,15
151,2017-11-15,8.055,33.752,207.143,0.050,,11,15
153,2017-11-15,8.040,33.764,206.418,0.049,,11,15
155,2017-11-15,8.018,33.775,205.579,0.047,,11,15
157,2017-11-15,7.999,33.788,204.851,0.047,,11,15
159,2017-11-15,7.979,33.799,203.933,0.049,,11,15
161,2017-11-15,7.958,33.807,203.028,0.046,,11,15
163,2017-11-15,7.935,33.816,199.708,0.047,,11,15
165,2017-11-15,7.908,33.828,196.621,0.045,,11,15
167,2017-11-15,7.877,33.842,199.884,0.045,,11,15
169,2017-11-15,7.845,33.852,199.685,0.046,,11,15
171,2017-11-15,7.812,33.859,198.704,0.046,,11,15
173,2017-11-15,7.782,33.865,197.960,0.046,,11,15
175,2017-11-15,7.754,33.870,197.265,0.046,,11,15
177,2017-11-15,7.724,33.875,196.442,0.047,,11,15
179,2017-11-15,7.689,33.877,195.635,0.045,,11,15
181,2017-11-15,7.660,33.880,195.088,0.046,,11,15
183,2017-11-15,7.641,33.882,194.553,0.046,,11,15
185,2017-11-15,7.612,33.885,193.909,0.048,,11,15
187,2017-11-15,7.570,33.889,192.654,0.048,571.815,11,15
189,2017-11-15,7.534,33.890,191.524,0.048,558.612,11,15
11,2017-12-15,11.258,32.536,306.705,1.177,,12,15
13,2017-12-15,11.235,32.531,306.614,1.084,,12,15
15,2017-12-15,11.221,32.527,306.601,1.076,,12,15
17,2017-12-15,11.224,32.528,306.582,1.070,,12,15
19,2017-12-15,11.221,32.527,306.526,1.073,,12,15
21,2017-12-15,11.223,32.528,306.505,1.090,,12,15
23,2017-12-15,11.236,32.532,306.501,1.098,462.698,12,15
25,2017-12-15,11.223,32.528,306.433,1.079,,12,15
27,2017-12-15,11.224,32.528,306.344,1.081,,12,15
29,2017-12-15,11.227,32.529,306.262,1.078,,12,15
31,2017-12-15,11.228,32.530,306.244,1.077,,12,15
33,2017-12-15,11.243,32.534,306.214,1.087,457.399,12,15
35,2017-12-15,11.228,32.530,306.000,1.062,,12,15
37,2017-12-15,11.227,32.530,305.941,1.047,,12,15
39,2017-12-15,11.230,32.531,305.840,1.033,,12,15
41,2017-12-15,11.240,32.534,305.838,1.039,,12,15
43,2017-12-15,11.272,32.543,305.634,1.071,441.801,12,15
45,2017-12-15,11.247,32.537,305.461,1.008,,12,15
47,2017-12-15,11.249,32.539,305.297,0.991,,12,15
49,2017-12-15,11.249,32.539,305.129,0.955,,12,15
51,2017-12-15,11.258,32.544,304.954,0.939,,12,15
53,2017-12-15,11.305,32.559,304.531,0.916,448.778,12,15
55,2017-12-15,11.239,32.550,304.090,0.795,,12,15
57,2017-12-15,11.183,32.552,303.549,0.728,,12,15
59,2017-12-15,11.109,32.558,303.044,0.649,,12,15
61,2017-12-15,10.933,32.568,302.296,0.561,,12,15
63,2017-12-15,10.970,32.584,302.735,0.562,452.355,12,15
65,2017-12-15,10.522,32.595,302.343,0.423,,12,15
67,2017-12-15,10.322,32.607,302.610,0.366,,12,15
69,2017-12-15,10.061,32.624,302.821,0.318,,12,15
71,2017-12-15,9.661,32.651,303.180,0.262,,12,15
73,2017-12-15,9.377,32.669,303.213,0.230,445.635,12,15
75,2017-12-15,9.024,32.698,303.397,0.192,,12,15
77,2017-12-15,8.802,32.718,302.855,0.168,,12,15
79,2017-12-15,8.583,32.739,302.237,0.151,,12,15
81,2017-12-15,8.407,32.757,301.598,0.138,,12,15
83,2017-12-15,8.421,32.760,300.279,0.144,468.716,12,15
85,2017-12-15,8.138,32.799,296.952,0.123,,12,15
87,2017-12-15,8.054,32.820,293.880,0.117,,12,15
89,2017-12-15,8.014,32.848,288.943,0.112,,12,15
91,2017-12-15,8.002,32.875,284.270,0.111,,12,15
93,2017-12-15,8.026,32.900,278.161,0.113,505.732,12,15
95,2017-12-15,8.035,32.902,279.338,0.109,470.059,12,15
97,2017-12-15,8.060,33.003,260.351,0.106,,12,15
99,2017-12-15,8.100,33.044,252.421,0.099,,12,15
101,2017-12-15,8.134,33.080,244.976,0.100,,12,15
103,2017-12-15,8.175,33.119,237.771,0.095,,12,15
105,2017-12-15,8.170,33.097,240.848,0.102,540.725,12,15
107,2017-12-15,8.231,33.184,225.129,0.092,,12,15
109,2017-12-15,8.268,33.238,217.112,0.090,,12,15
111,2017-12-15,8.276,33.278,212.592,0.086,,12,15
113,2017-12-15,8.283,33.306,208.890,0.083,,12,15
115,2017-12-15,8.287,33.348,203.492,0.079,,12,15
117,2017-12-15,8.265,33.376,201.334,0.075,,12,15
119,2017-12-15,8.253,33.408,198.104,0.072,,12,15
121,2017-12-15,8.240,33.443,194.623,0.070,,12,15
123,2017-12-15,8.214,33.472,192.740,0.066,,12,15
125,2017-12-15,8.215,33.488,191.415,0.065,666.325,12,15
127,2017-12-15,8.212,33.471,193.317,0.072,625.812,12,15
129,2017-12-15,8.113,33.551,189.723,0.057,,12,15
131,2017-12-15,8.106,33.575,186.079,0.053,,12,15
133,2017-12-15,8.094,33.601,183.606,0.052,,12,15
135,2017-12-15,8.086,33.622,181.791,0.051,,12,15
137,2017-12-15,8.047,33.641,181.103,0.049,,12,15
139,2017-12-15,8.015,33.663,180.058,0.050,,12,15
141,2017-12-15,7.997,33.679,178.825,0.048,,12,15
143,2017-12-15,7.970,33.697,177.457,0.047,,12,15
145,2017-12-15,7.942,33.713,176.743,0.047,,12,15
147,2017-12-15,7.918,33.724,176.075,0.045,,12,15
149,2017-12-15,7.932,33.727,175.586,0.047,733.268,12,15
151,2017-12-15,7.844,33.750,176.648,0.046,,12,15
153,2017-12-15,7.802,33.759,177.688,0.045,,12,15
155,2017-12-15,7.768,33.768,177.941,0.046,,12,15
157,2017-12-15,7.739,33.778,177.972,0.046,,12,15
159,2017-12-15,7.702,33.789,178.222,0.044,,12,15
161,2017-12-15,7.668,33.798,178.094,0.046,,12,15
163,2017-12-15,7.636,33.807,178.227,0.044,,12,15
165,2017-12-15,7.609,33.815,178.099,0.045,,12,15
167,2017-12-15,7.587,33.820,178.100,0.044,,12,15
169,2017-12-15,7.560,33.826,178.063,0.043,,12,15
171,2017-12-15,7.532,33.832,177.833,0.043,,12,15
173,2017-12-15,7.507,33.837,177.280,0.043,,12,15
175,2017-12-15,7.481,33.843,176.770,0.043,,12,15
177,2017-12-15,7.459,33.846,176.422,0.044,,12,15
179,2017-12-15,7.441,33.849,176.010,0.043,,12,15
181,2017-12-15,7.411,33.853,175.463,0.044,,12,15
183,2017-12-15,7.387,33.856,175.128,0.044,,12,15
185,2017-12-15,7.367,33.859,174.700,0.044,,12,15
187,2017-12-15,7.333,33.863,173.343,0.044,767.696,12,15
189,2017-12-15,7.277,33.870,171.084,0.045,768.297,12,15
