Date,Salinity,Irradiance,Temperature,Chlorophyll,Chlorophyll2,Prediction1,Nitrate,Nitrate2,Prediction2
2021-07-21,,247.626,,,,,,,
2021-07-22,,230.963,,,,,,,
2021-07-23,,225.722,,,,,,,
2021-07-24,,230.421,,,,,,,
2021-07-25,,242.31,,,,,,,
2021-07-26,34.025,241.426,22.814,0.2,,,1.047,,
2021-07-27,33.924,238.013,22.961,0.158,,,0.843,,
2021-07-28,33.628,236.215,22.541,0.167,,,0.966,,
2021-07-29,33.764,250.707,22.166,0.189,,,0.95,,
2021-07-30,33.831,260.602,22.526,0.196,,,1.167,,
2021-07-31,34.041,234.162,22.913,0.159,,,1.17,,
2021-08-01,34.247,202.205,23.138,0.136,,,1.22,,
2021-08-02,34.68,175.136,24.051,0.122,,,1.289,,
2021-08-03,34.678,176.62,24.086,0.123,,,1.31,,
2021-08-04,34.944,174.358,24.341,0.157,,,1.326,,
2021-08-05,35.043,179.605,24.242,0.216,,,1.305,,
2021-08-06,34.926,166.201,24.047,0.159,,,1.327,,
2021-08-07,34.59,185.71,23.67,0.118,,,1.357,,
2021-08-08,35.074,213.385,24.449,0.095,,,1.397,,
2021-08-09,35.214,238.283,24.872,0.097,,,1.443,,
2021-08-10,35.251,233.905,24.857,0.087,,,1.419,,
2021-08-11,35.102,229.207,24.976,0.082,,,1.479,,
2021-08-12,34.685,232.26,24.723,0.084,,,1.557,,
2021-08-13,34.667,246.637,24.845,0.082,,,1.601,,
2021-08-14,34.538,249.737,25.073,0.086,,,1.708,,
2021-08-15,34.659,247.013,25.3,0.087,,,1.708,,
2021-08-16,34.807,240.504,25.266,0.082,,,1.683,,
2021-08-17,34.986,233.845,25.332,0.083,,,1.673,,
2021-08-18,34.988,233.04,25.329,0.089,,,1.694,,
2021-08-19,34.943,217.769,25.418,0.092,,,1.721,,
2021-08-20,35.011,213.56,25.586,0.095,,,1.771,,
2021-08-21,34.766,213.889,25.701,0.097,,,1.859,,
2021-08-22,35.025,215.849,25.37,0.118,,,1.78,,
2021-08-23,35.004,222.223,24.631,0.129,,,1.601,,
2021-08-24,35.008,224.408,24.69,0.103,,,1.535,,
2021-08-25,34.983,221.988,24.707,0.094,,,1.67,,
2021-08-26,35.015,234.708,24.766,0.086,,,1.64,,
2021-08-27,35.029,228.678,25.137,0.083,,,1.726,,
2021-08-28,34.959,216.494,24.952,0.084,,,1.713,,
2021-08-29,34.767,209.85,24.397,0.086,,,1.642,,
2021-08-30,34.815,192.193,24.769,0.079,,,1.696,,
2021-08-31,34.973,195.937,25.195,0.085,,,1.779,,
2021-09-01,35.019,200.915,25.393,0.086,,,1.827,,
2021-09-02,35.137,193.36,25.317,0.098,,,1.829,,
2021-09-03,35.265,177.332,24.948,0.093,,,1.658,,
2021-09-04,35.259,186.398,24.778,0.076,,,1.64,,
2021-09-05,35.249,191.47,24.653,0.074,,,1.619,,
2021-09-06,35.145,196.907,24.399,0.117,,,1.588,,
2021-09-07,35.096,196.326,24.226,0.119,,,1.553,,
2021-09-08,35.018,194.95,24.074,0.082,,,1.549,,
2021-09-09,34.984,196.987,24.034,0.078,,,1.548,,
2021-09-10,34.859,213.594,23.879,0.085,,,1.553,,
2021-09-11,34.821,209.511,23.512,0.093,,,1.498,,
2021-09-12,34.805,204.298,23.244,0.105,,,1.429,,
2021-09-13,34.576,194.28,22.495,0.155,,,1.267,,
2021-09-14,34.372,172.061,22.443,0.144,,,1.312,,
2021-09-15,34.246,157.603,22.249,0.161,,,1.301,,
2021-09-16,34.075,156.393,22.141,0.221,,,1.298,,
2021-09-17,34.06,160.909,22.226,0.266,,,1.374,,
2021-09-18,34.5,161.234,22.868,0.215,,,1.406,,
2021-09-19,34.679,160.804,23.098,0.174,,,1.469,,
2021-09-20,34.679,170.009,22.959,0.138,,,1.442,,
2021-09-21,34.718,178.17,22.939,0.105,,,1.433,,
2021-09-22,34.501,184.834,22.784,0.105,,,1.449,,
2021-09-23,34.451,186.7,22.839,0.12,,,1.487,,
2021-09-24,34.398,182.14,22.89,0.143,,,1.54,,
2021-09-25,34.37,176.575,22.928,0.142,,,1.567,,
2021-09-26,34.49,175.31,23.185,0.123,,,1.594,,
2021-09-27,34.374,178.545,22.495,0.19,,,1.491,,
2021-09-28,34.252,187.836,22.163,0.222,,,1.453,,
2021-09-29,34.13,188.597,21.896,0.241,,,1.415,,
2021-09-30,34.289,184.998,21.747,0.269,,,1.293,,
2021-10-01,34.517,177.014,21.953,0.263,,,1.397,,
2021-10-02,34.368,164.562,21.551,0.318,,,1.365,,
2021-10-03,34.418,149.053,21.555,0.179,,,1.373,,
2021-10-04,34.021,150.299,21.103,0.171,,,1.214,,
2021-10-05,34.622,147.023,22.089,0.159,,,1.479,,
2021-10-06,34.826,137.774,22.136,0.201,,,1.38,,
2021-10-07,34.806,116.135,22.022,0.188,,,1.349,,
2021-10-08,34.671,108.971,21.841,0.156,,,1.379,,
2021-10-09,34.463,119.553,21.274,0.192,,,1.311,,
2021-10-10,34.884,132.835,21.834,0.235,,,1.342,,
2021-10-11,34.961,128.683,21.814,0.278,,,1.361,,
2021-10-12,35.122,118.677,22.289,0.217,,,1.379,,
2021-10-13,35.262,121.818,22.928,0.161,,,1.467,,
2021-10-14,35.344,137.869,23.032,0.147,,,1.471,,
2021-10-15,35.29,144.917,22.989,0.171,,,1.487,,
2021-10-16,35.237,143.165,23.061,0.14,,,1.51,,
2021-10-17,35.299,142.729,23.044,0.184,,,1.491,,
2021-10-18,34.764,142.121,21.558,0.326,,,1.333,,
2021-10-19,34.684,139.556,20.993,0.364,,,1.293,,
2021-10-20,33.757,140.13,18.533,0.599,,,1.323,,
2021-10-21,33.498,143.061,17.94,0.682,,,1.26,,
2021-10-22,33.387,133.542,17.717,0.937,,,0.33,,
2021-10-23,33.089,118.185,16.96,0.748,,,1.144,,
2021-10-24,33.041,103.14,16.783,0.849,,,1.13,,
2021-10-25,33.167,86.961,16.907,1.092,,,1.1,,
2021-10-26,33.33,84.546,17.275,1.101,,,0.171,,
2021-10-27,33.44,70.842,17.3,1.237,,,1.36,,
2021-10-28,34.312,63.814,18.234,0.987,,,-0.553,,
2021-10-29,35.233,71.559,19.95,0.765,,,-0.131,,
2021-10-30,35.384,77.136,20.072,0.447,,,0.144,,
2021-10-31,35.401,87.739,20.068,0.408,,,0.41,,
2021-11-01,35.381,91.85,19.937,0.601,,,1.285,,
2021-11-02,35.172,92.205,20.07,0.622,,,0.809,,
2021-11-03,34.851,100.942,19.053,0.785,,,1.011,,
2021-11-04,34.363,98.911,17.831,1.015,,,-1.362,,
2021-11-05,35.218,97.675,19.992,0.313,,,,,
2021-11-06,35.273,105.517,19.849,0.341,,,-1.357,,
2021-11-07,34.901,103.282,18.696,0.655,,,-1.091,,
2021-11-08,33.906,112.032,15.958,1.16,,,-0.155,,
2021-11-09,34.061,105.262,15.991,1.11,,,0.064,,
2021-11-10,33.927,105.8,15.878,0.97,,,0.583,,
2021-11-11,33.392,108.769,14.636,1.377,,,0.682,,
2021-11-12,34.199,102.625,16.167,1.095,,,0.254,,
2021-11-13,34.061,102.358,15.886,1.01,,,0.815,,
2021-11-14,33.612,104.558,14.929,1.369,,,0.941,,
2021-11-15,33.129,102.519,14.049,1.647,,,1.415,,
2021-11-16,33.001,109.392,13.942,1.289,,,1.534,,
2021-11-17,32.965,110.944,13.726,1.51,,,1.219,,
2021-11-18,32.882,101.784,13.714,1.517,,,1.572,,
2021-11-19,32.886,95.252,13.967,1.312,,,1.364,,
2021-11-20,32.986,88.781,13.899,1.263,,,1.719,,
2021-11-21,32.995,88.925,13.608,1.548,,,1.1,,
2021-11-22,33.005,88.304,13.452,1.909,,,1.002,,
2021-11-23,33.378,80.483,13.768,1.713,,,0.354,,
2021-11-24,33.104,66.633,13.264,1.42,,,1.389,,
2021-11-25,33.053,65.522,12.94,1.715,,,1.714,,
2021-11-26,32.838,67.34,12.779,1.702,,,1.636,,
2021-11-27,33.001,64.101,12.921,1.171,,,2.299,,
2021-11-28,33.131,60.274,12.756,1.307,,,1.928,,
2021-11-29,33.44,55.498,12.953,1.411,,,1.395,,
2021-11-30,33.2,67.035,12.582,1.189,,,1.931,,
2021-12-01,33.23,65.318,12.509,1.216,,,1.656,,
2021-12-02,33.105,75.035,12.28,1.463,,,1.595,,
2021-12-03,33.176,78.171,12.463,1.371,,,1.49,,
2021-12-04,33.23,85.039,12.42,1.432,,,0.195,,
2021-12-05,33.248,72.538,12.436,1.292,,,1.275,,
2021-12-06,33.094,70.897,12.221,1.371,,,1.947,,
2021-12-07,33.186,61.12,12.431,1.345,,,2.346,,
2021-12-08,33.155,62.666,12.374,1.211,,,1.383,,
2021-12-09,33.2,57.569,12.34,1.117,,,2.578,,
2021-12-10,32.961,58.476,11.802,0.945,,,3.418,,
2021-12-11,32.858,61.294,11.571,0.819,,,2.245,,
2021-12-12,32.989,73.11,11.961,0.763,,,3.503,,
2021-12-13,33.012,72.359,11.869,0.784,,,3.533,,
2021-12-14,33.115,80.915,11.906,0.791,,,3.77,,
2021-12-15,33.427,79.867,12.146,0.745,,,4.29,,
2021-12-16,33.482,71.855,12.25,0.789,,,3.685,,
2021-12-17,33.653,72.692,12.638,0.829,,,3.968,,
2021-12-18,33.959,62.668,13.084,0.885,,,2.919,,
2021-12-19,33.732,55.184,12.653,0.834,,,2.596,,
2021-12-20,33.676,61.737,12.502,0.662,,,4.359,,
2021-12-21,33.664,51.216,12.447,0.585,,,4.441,,
2021-12-22,33.679,50.625,12.298,0.663,,,3.511,,
2021-12-23,33.6,51.144,12.059,0.525,,,4.183,,
2021-12-24,33.394,44.306,11.336,0.594,,,3.83,,
2021-12-25,33.303,41.251,11.112,0.619,,,4.625,,
2021-12-26,33.272,37.568,11.058,0.557,,,4.879,,
2021-12-27,33.445,27.686,11.393,0.496,,,5.305,,
2021-12-28,33.346,35.965,11.224,0.519,,,4.044,,
2021-12-29,33.355,36.804,11.129,0.527,,,4.875,,
2021-12-30,33.411,37.665,11.24,0.536,,,4.338,,
2021-12-31,33.335,34.75,11.152,0.563,,,5.247,,
2022-01-01,33.308,46.781,11.064,,0.687,,,5.996,
2022-01-02,33.569,51.871,11.58,,0.731,,,4.793,
2022-01-03,33.733,62.272,11.906,,0.557,,,4.387,
2022-01-04,33.8,54.796,11.882,,0.352,,,4.078,
2022-01-05,33.788,60.944,11.896,,0.379,,,5.894,
2022-01-06,33.356,66.478,11.072,,0.504,,,5.038,
2022-01-07,33.561,76.708,11.313,,0.522,,,6.148,
2022-01-08,33.417,65.32,10.836,,0.432,,,4.696,
2022-01-09,33.44,65.702,10.695,,0.521,,,5.014,
2022-01-10,33.386,63.849,10.666,,0.453,,,5.508,
2022-01-11,33.465,62.658,10.67,,0.472,,,5.941,
2022-01-12,33.502,66.475,10.595,,0.485,,,6.079,
2022-01-13,33.608,70.314,10.65,,0.558,,,5.084,
2022-01-14,33.78,67.749,11.03,,0.555,,,4.563,
2022-01-15,33.438,74.574,10.364,,0.376,,,4.734,
2022-01-16,33.062,78.068,9.291,,0.381,,,4.691,
2022-01-17,33.265,73.076,9.838,,0.398,,,5.486,
2022-01-18,33.303,75.94,9.833,,0.423,,,6.401,
2022-01-19,33.479,67.456,10.024,,0.46,,,5.627,
2022-01-20,33.493,69.27,10.059,,0.524,,,5.641,
2022-01-21,33.623,69.45,10.241,,0.546,,,6.27,
2022-01-22,33.701,65.261,10.254,,0.488,,,5.591,
2022-01-23,33.555,64.685,9.926,,0.468,,,6.291,
2022-01-24,33.501,70.998,9.647,,0.509,,,5.039,
2022-01-25,33.482,77.302,9.405,,0.531,,,6.534,
2022-01-26,33.715,76.098,9.985,,0.535,,,6.566,
2022-01-27,33.779,80.4,9.907,,0.629,,,6.28,
2022-01-28,33.821,88.303,9.862,,0.667,,,6.234,
2022-01-29,34.162,91.661,10.943,,0.477,,,6.46,
2022-01-30,33.732,87.165,9.926,,0.463,,,6.436,
2022-01-31,33.69,83.132,9.714,,0.506,,,6.237,
2022-02-01,33.749,74.913,9.8,,0.455,,,5.75,
2022-02-02,33.885,81.76,10.13,,0.46,,,6.412,
2022-02-03,34.042,77.194,10.357,,0.54,,,6.31,
2022-02-04,33.929,78.657,10.261,,0.56,,,4.9,
2022-02-05,33.843,75.251,9.989,,0.528,,,5.604,
2022-02-06,33.908,91.354,9.871,,0.52,,,5.894,
2022-02-07,33.945,99.736,10.035,,0.54,,,5.497,
2022-02-08,33.784,118.383,9.757,,0.616,,,5.692,
2022-02-09,33.697,128.52,9.404,,0.639,,,5.464,
2022-02-10,33.576,118.154,9.06,,0.707,,,5.239,
2022-02-11,33.501,115.445,8.769,,0.693,,,6.048,
2022-02-12,33.789,127.976,9.495,,0.647,,,5.272,
2022-02-13,34.2,123.241,10.509,,0.767,,,5.864,
2022-02-14,33.957,119.618,9.812,,0.763,,,4.825,
2022-02-15,33.749,106.315,9.106,,0.709,,,5.776,
2022-02-16,33.632,108.349,8.808,,0.589,,,5.698,
2022-02-17,33.725,130.753,9.015,,0.669,,,4.282,
2022-02-18,33.557,139.274,8.757,,0.57,,,4.597,
2022-02-19,33.699,133.9,9.076,,0.529,,,5.565,
2022-02-20,33.894,126.143,9.455,,0.488,,,4.557,
2022-02-21,33.829,120.417,9.189,,0.529,,,5.79,
2022-02-22,33.701,117.297,8.997,,0.574,,,5.102,
2022-02-23,33.801,106.379,9.365,,0.576,,,4.888,
2022-02-24,33.737,103.402,9.143,,0.656,,,4.733,
2022-02-25,33.89,110.932,9.397,,0.563,,,5.224,
2022-02-26,33.761,113.79,9.1,,0.459,,,6.352,
2022-02-27,33.576,132.093,8.594,,0.456,,,5.346,
2022-02-28,33.554,143.826,8.534,,0.442,,,5.427,
2022-03-01,33.447,165.733,8.341,,0.431,,,6.247,
2022-03-02,33.469,179.627,8.385,,0.461,,,5.965,
2022-03-03,33.482,169.816,8.411,,0.519,,,4.813,
2022-03-04,33.396,157.421,8.206,,0.554,,,6.001,
2022-03-05,33.292,168.684,7.855,,0.499,,,6.045,
2022-03-06,33.336,144.108,7.975,,0.518,,,4.618,
2022-03-07,33.302,137.063,8.052,,0.566,,,5.795,
2022-03-08,33.324,139.129,8.176,,0.597,,,6.51,
2022-03-09,33.34,119.761,8.116,,0.69,,,6.57,
2022-03-10,33.304,138.226,7.975,,0.588,,,7.088,
2022-03-11,33.261,150.825,7.836,,0.476,,,6.685,
2022-03-12,33.532,152.064,8.764,,0.74,,,6.122,
2022-03-13,33.441,178.323,8.346,,0.497,,,5.76,
2022-03-14,33.455,172.081,8.317,,0.503,,,6.82,
2022-03-15,33.436,156.434,8.382,,0.626,,,6.422,
2022-03-16,33.466,165.89,8.581,,0.798,,,5.568,
2022-03-17,33.351,152.1,8.19,,0.991,,,5.812,
2022-03-18,33.27,155.527,8.278,,1.193,,,4.979,
2022-03-19,33.265,161.303,8.286,,1.226,,,5.679,
2022-03-20,33.238,157.137,8.455,,1.463,,,4.719,
2022-03-21,33.244,151.365,8.124,,1.067,,,6.021,
2022-03-22,33.279,145.433,8.024,,1.053,,,5.939,
2022-03-23,33.292,150.074,8.041,,1.246,,,5.481,
2022-03-24,33.217,158.589,8.001,,1.136,,,5.03,
2022-03-25,33.16,135.373,8.228,,1.26,,,4.794,
2022-03-26,33.135,130.249,8.21,,1.523,,,5.361,
2022-03-27,33.164,135.005,8.07,,1.025,,,6.376,
2022-03-28,33.286,158.425,8.138,,0.842,,,5.915,
2022-03-29,33.468,176.307,8.246,,0.535,,,5.467,
2022-03-30,33.374,193.713,7.916,,0.464,,,6.637,
2022-03-31,33.335,181.229,7.922,,0.816,,,6.541,
2022-04-01,,207.148,,,,,,6.22,
2022-04-02,,197.489,,,,,,5.45,
2022-04-03,,175.703,,,,,,6.261,
2022-04-04,,168.554,,,,,,5.202,
2022-04-05,,175.433,,,,,,5.021,
2022-04-06,33.386,170.057,8.501,,1.695,,,4.338,
2022-04-07,33.458,191.969,8.656,,1.294,,,4.613,
2022-04-08,33.573,195.891,9.064,,0.976,,,4.955,
2022-04-09,33.554,195.972,9.233,,0.949,,,4.799,
2022-04-10,33.869,203.559,10.097,,0.938,,,2.795,
2022-04-11,33.646,218.31,9.443,,1.101,,,3.825,
2022-04-12,33.596,220.855,9.418,,1.681,,,4.465,
2022-04-13,33.543,217.29,9.429,,2.295,,,3.129,
2022-04-14,33.395,221.169,9.341,,2.646,,,-0.94,
2022-04-15,33.257,214.083,9.086,,1.917,,,0.022,
2022-04-16,33.192,215.742,8.972,,2.143,,,-0.379,
2022-04-17,33.13,243.157,8.888,,2.042,,,-0.688,
2022-04-18,33.111,246.818,8.691,,1.699,,,-0.663,
2022-04-19,33.285,254.877,9.212,,1.777,,,-0.871,
2022-04-20,33.262,268.7,8.879,,1.415,,,-0.418,
2022-04-21,33.099,249.048,8.612,,1.523,,,-0.967,
2022-04-22,33.073,250.811,8.805,,1.957,,,-0.361,
2022-04-23,33.086,256.146,8.7,,1.999,,,-1.257,
2022-04-24,33.148,253.755,9.156,,2.519,,,-0.787,
2022-04-25,33.366,256.184,9.549,,2.406,,,-1.021,
2022-04-26,33.478,259.954,9.975,,1.944,,,-1.227,
2022-04-27,33.679,264.351,10.634,,2.149,,,-1.52,
2022-04-28,33.374,287.386,9.722,,1.631,,,-0.85,
2022-04-29,33.242,260.21,9.207,,1.611,,,-0.799,
2022-04-30,33.259,253.028,9.231,,2.637,,,-0.904,
2022-05-01,33.105,226.296,8.938,,2.747,,,,
2022-05-02,33.107,231.044,9.031,,3.044,,,-0.655,
2022-05-03,33.096,195.132,8.94,,2.878,,,-0.58,
2022-05-04,33.083,155.881,8.974,,2.885,,,-0.597,
2022-05-05,33.033,124.518,9.087,,2.245,,,-0.575,
2022-05-06,33.018,134.781,9.395,,1.994,,,-0.639,
2022-05-07,33.016,128.931,8.995,,1.734,,,-1.346,
2022-05-08,33.27,130.978,9.049,,1.618,,,-0.453,
2022-05-09,34.03,113.268,10.354,,1.71,,,0.981,
2022-05-10,34.005,138.01,10.635,,1.112,,,0.296,
2022-05-11,33.907,150.739,10.189,,1.035,,,0.952,
2022-05-12,33.759,172.841,9.658,,1.045,,,1.264,
2022-05-13,33.991,194.388,10.413,,1.11,,,1.191,
2022-05-14,34.036,226.718,10.727,,1.601,,,0.869,
2022-05-15,33.999,257.3,10.937,,2.571,,,-0.797,
2022-05-16,34.096,239.332,11.819,,2.062,,,-1.071,
2022-05-17,33.687,243.748,11.075,,1.299,,,-1.369,
2022-05-18,33.165,262.959,9.545,,0.982,,,-1.352,
2022-05-19,33.208,273.203,9.731,,1.317,,,-1.154,
2022-05-20,33.214,263.752,9.918,,1.549,,,-1.0,
2022-05-21,33.208,243.867,10.543,,1.62,,,-0.865,
2022-05-22,33.205,243.642,10.884,,1.316,,,-1.027,
2022-05-23,33.208,281.498,11.767,,1.133,,,-1.348,
2022-05-24,33.204,266.161,11.425,,1.338,,,-1.361,
2022-05-25,33.243,248.541,11.173,,1.21,,,-1.255,
2022-05-26,33.209,251.661,11.638,,0.893,,,-1.339,
2022-05-27,33.211,263.66,12.156,,1.076,,,-1.395,
2022-05-28,33.286,279.363,12.429,,1.101,,,-1.458,
2022-05-29,33.214,268.785,12.625,,0.768,,,-1.502,
2022-05-30,33.195,245.689,13.011,,0.69,,,-1.509,
2022-05-31,33.382,236.931,13.853,,0.772,,,-1.407,
2022-06-01,33.288,239.013,13.284,,1.074,,,-1.493,
2022-06-02,33.304,239.861,12.896,,1.405,,,-1.323,
2022-06-03,33.341,245.077,13.271,,1.263,,,-1.498,
2022-06-04,33.438,244.522,14.136,,1.296,,,-1.635,
2022-06-05,33.544,224.443,14.498,,1.238,,,-1.595,
2022-06-06,33.79,224.461,15.227,,0.928,,,-1.657,
2022-06-07,33.748,257.284,14.981,,1.043,,,-1.564,
2022-06-08,33.73,271.846,15.672,,1.073,,,-1.389,
2022-06-09,33.739,251.297,15.496,,1.155,,,-1.461,
2022-06-10,33.651,239.411,15.862,,0.954,,,-1.359,
2022-06-11,33.854,229.982,16.39,,0.934,,,-1.212,
2022-06-12,33.626,261.33,16.422,,1.044,,,-1.226,
2022-06-13,33.143,277.925,15.944,,1.35,,,-1.199,
2022-06-14,33.11,257.717,16.437,,1.417,,,-1.715,
2022-06-15,33.074,263.431,16.684,,1.276,,,-1.009,
2022-06-16,33.157,258.429,16.207,,1.14,,,-1.127,
2022-06-17,33.296,271.862,16.945,,1.043,,,-1.044,
2022-06-18,33.132,285.581,17.644,,1.512,,,-0.907,
2022-06-19,33.447,281.299,16.655,,1.255,,,-1.304,
2022-06-20,33.313,290.359,16.113,,1.24,,,-1.25,
2022-06-21,33.078,304.71,15.862,,1.127,,,-1.136,
2022-06-22,33.143,308.482,16.281,,0.954,,,-1.572,
2022-06-23,33.299,333.192,17.17,,0.882,,,-0.999,
2022-06-24,33.403,330.447,17.528,,0.849,,,-0.939,
2022-06-25,33.536,325.526,18.319,,0.696,,,-0.784,
2022-06-26,33.563,324.751,18.412,,0.609,,,-0.787,
2022-06-27,33.572,322.244,18.666,,0.527,,,-0.836,
2022-06-28,33.589,325.219,19.223,,0.442,,,-0.723,
2022-06-29,33.709,313.849,19.246,,0.394,,,-0.72,
2022-06-30,33.866,279.82,19.937,,0.309,,,-0.68,
2022-07-01,33.894,281.115,20.222,,0.286,,,-0.644,
2022-07-02,33.596,280.11,20.706,,0.359,,,-0.359,
2022-07-03,33.26,269.372,20.562,,0.811,,,-0.254,
2022-07-04,33.274,244.883,20.677,,0.694,,,-0.231,
2022-07-05,33.285,242.852,20.943,,0.567,,,-0.103,
2022-07-06,33.043,240.943,21.243,,0.694,,,0.047,
2022-07-07,33.0,267.518,21.361,,0.64,,,0.171,
2022-07-08,33.241,266.311,20.897,,0.617,,,-0.001,
2022-07-09,33.513,271.188,21.034,,0.493,,,-0.122,
2022-07-10,33.792,282.684,21.395,,0.368,,,-0.115,
2022-07-11,33.828,296.693,21.56,,0.367,,,-0.055,
2022-07-12,33.892,284.751,21.746,,0.354,,,0.011,
2022-07-13,33.725,287.413,22.019,,0.23,,,0.094,
2022-07-14,33.971,274.415,22.399,,0.2,,,0.067,
2022-07-15,34.05,255.41,22.6,,0.286,,,0.054,
2022-07-16,34.141,253.345,22.49,,0.329,,,0.029,
2022-07-17,34.087,253.684,22.911,,0.306,,,0.15,
2022-07-18,34.01,255.289,23.252,,0.267,,,0.257,
2022-07-19,33.969,265.109,23.489,,0.232,,,0.364,
2022-07-20,34.156,270.403,23.43,,0.192,,,0.298,
2022-07-21,34.149,277.886,23.755,,0.171,,,0.367,
2022-07-22,34.085,287.416,23.637,,0.233,,,0.352,
2022-07-23,34.108,268.874,23.651,,0.206,,,0.396,
2022-07-24,34.084,268.405,23.86,,0.178,,,0.407,
2022-07-25,34.049,263.501,24.155,,0.152,,,0.513,
2022-07-26,33.681,259.74,24.57,,0.179,,,0.686,
2022-07-27,33.673,258.628,24.447,,0.192,,,0.677,
2022-07-28,33.531,266.095,24.894,,0.175,,,0.839,
2022-07-29,33.548,244.85,24.986,,0.146,,,0.84,
2022-07-30,33.459,260.502,24.488,,0.171,,,0.757,
2022-07-31,33.281,259.621,24.933,,0.197,,,0.965,
2022-08-01,33.203,269.572,25.285,,0.332,,,1.087,
2022-08-02,33.301,264.988,25.222,,0.29,,,1.037,
2022-08-03,33.649,264.024,25.141,,0.212,,,1.011,
2022-08-04,33.554,260.449,25.277,,0.169,,,1.091,
2022-08-05,33.511,284.935,25.457,,0.153,,,1.097,
2022-08-06,33.387,282.551,25.446,,0.152,,,1.157,
2022-08-07,33.126,262.985,25.755,,0.148,,,1.312,
2022-08-08,33.022,239.783,25.959,,0.138,,,1.278,
2022-08-09,33.046,224.252,25.989,,0.136,,,1.355,
2022-08-10,33.309,225.822,25.7,,0.212,,,1.167,
2022-08-11,33.701,217.002,25.468,,0.198,,,1.061,
2022-08-12,33.461,192.371,25.178,,0.267,,,1.047,
2022-08-13,33.345,165.302,23.635,,0.329,,,0.755,
2022-08-14,33.222,160.991,23.503,,0.26,,,0.786,
2022-08-15,33.877,182.608,24.48,,0.254,,,0.906,
2022-08-16,34.163,203.433,24.648,,0.2,,,0.882,
2022-08-17,34.919,191.598,25.245,,0.175,,,0.826,
2022-08-18,35.231,200.003,25.271,,0.122,,,0.761,
2022-08-19,35.289,197.757,25.286,,0.095,,,0.74,
2022-08-20,35.239,200.72,25.316,,0.11,,,0.765,
2022-08-21,35.264,219.09,25.404,,0.102,,,0.791,
2022-08-22,35.144,216.323,25.366,,0.108,,,0.849,
2022-08-23,34.946,214.308,25.25,,0.132,,,0.881,
2022-08-24,35.041,216.522,25.187,,0.12,,,0.825,
2022-08-25,35.067,207.245,25.185,,0.089,,,0.838,
2022-08-26,35.022,230.506,25.311,,0.086,,,0.888,
2022-08-27,35.125,245.89,25.486,,0.086,,,0.922,
2022-08-28,34.962,243.739,25.986,,0.092,,,1.139,
2022-08-29,34.641,244.13,25.992,,0.078,,,1.251,
2022-08-30,34.749,243.869,26.094,,0.083,,,1.248,
2022-08-31,35.01,248.42,26.061,,0.088,,,1.226,
2022-09-01,35.111,254.102,25.592,,0.08,,,1.017,
2022-09-02,35.13,247.625,25.47,,0.076,,,0.903,
2022-09-03,35.033,223.981,25.788,,0.074,,,1.097,
2022-09-04,34.972,209.675,25.736,,0.077,,,1.143,
2022-09-05,35.07,193.77,25.996,,0.078,,,1.167,
2022-09-06,34.799,193.179,25.859,,0.112,,,1.211,
2022-09-07,34.022,188.928,25.075,,0.154,,,1.134,
2022-09-08,34.008,178.604,25.038,,0.143,,,0.576,
2022-09-09,,167.627,,,,,,,
2022-09-10,,170.116,,,,,,,
2022-09-11,,173.702,,,,,,,
2022-09-12,,176.203,,,,,,,
2022-09-13,34.457,,24.38,,0.171,,,0.778,
2022-09-14,33.244,,22.903,,0.212,,,0.158,
2022-09-15,33.108,,22.705,,0.211,,,-0.555,
2022-09-16,33.122,,22.672,,0.261,,,0.919,
2022-09-17,33.132,,22.649,,0.267,,,1.39,
2022-09-18,33.144,,22.621,,0.265,,,1.201,
2022-09-19,33.156,,22.593,,0.261,,,1.085,
2022-09-20,33.173,,22.565,,0.257,,,1.488,
2022-09-21,32.775,,21.507,,0.357,,,1.386,
2022-09-22,32.849,,21.697,,0.269,,,1.539,
2022-09-23,33.076,,21.336,,0.373,,,1.365,
2022-09-24,33.306,,20.412,,0.404,,,1.146,
2022-09-25,33.385,,20.319,,0.381,,,1.108,
2022-09-26,33.177,,20.108,,0.412,,,1.088,
2022-09-27,33.072,,20.029,,0.357,,,1.158,
2022-09-28,32.897,,19.571,,0.433,,,1.013,
2022-09-29,32.787,,19.297,,0.59,,,0.959,
2022-09-30,32.769,,18.614,,0.665,,,0.78,
2022-10-01,33.196,,19.479,,0.491,,,0.871,
2022-10-02,33.342,,19.54,,0.46,,,0.943,
2022-10-03,33.542,,19.235,,0.434,,,0.92,
2022-10-04,33.368,,18.444,,0.479,,,0.927,
2022-10-05,33.513,,18.685,,0.478,,,0.328,
2022-10-06,33.45,,18.571,,0.494,,,-0.73,
2022-10-07,33.327,,18.249,,0.506,,,-0.639,
2022-10-08,33.099,,17.326,,1.152,,,-0.492,
2022-10-09,33.109,,17.251,,0.937,,,-0.298,
2022-10-10,33.239,,17.58,,0.689,,,-0.461,
2022-10-11,33.143,,17.501,,0.772,,,-0.549,
2022-10-12,33.063,,17.466,,0.877,,,-0.494,
2022-10-13,33.106,,17.448,,1.099,,,-0.78,
2022-10-14,33.277,,18.002,,0.988,,,-0.998,
2022-10-15,33.08,,17.542,,,,,-0.628,
2022-10-16,33.252,,17.92,,,,,-0.759,
2022-10-17,33.675,,18.935,,,,,-1.267,
2022-10-18,33.533,,18.697,,,,,-1.185,
